"","Bee","AverageOvaryWidth","AverageWingLength","Infl","Degree","Close","Eigen","Between","QR","Queen","boutDegree","boutBetween","boutClose","boutEigen","bodyDegree","bodyBetween","bodyClose","bodyEigen","AverageBoutLength","Presence","AntPresence","mean_vel","move_perc","N90.Day4","MRSD.Day4","Initiation.Freq","clust","ovary_idx","Trial","QR_Queen_Condition","ID"
"26","20221123_1543_AmericanoLatte_QL_ArUcoTag#39",0.49575,2.889,1,7610.091525825,126.41418387175,0.183069152775,0.0517414966,0,0,651.2883268925,0.0358928572,10.606937104525,0.1724204887,4175.1266124,0.027976190525,85.69059215125,0.160302903825,11.032018862325,0.90995104425,0.881435575675,5.573197775775,0.671137479525,56,724.008446,0.4847337457,0.052640246575,0.171599169262721,"20221123","Queenless","20221123 Queenless"
"27","20221123_1543_AmericanoLatte_QL_ArUcoTag#4",NA,NA,0,5068.55300475,95.987793109,0.087229261475,0.0052219388,0,0,583.479946965,0.003791241525,8.339221288875,0.110829818875,4265.0581666,0.01755952385,74.82673687725,0.11571779425,8.761607153925,0.684828494225,0.659417002775,6.871136504275,0.52856947095,64,1116.701103,0.52562533655,0.0358393464,NA,"20221123","Queenless","20221123 Queenless"
"28","20221123_1543_AmericanoLatte_QL_ArUcoTag#41",NA,NA,0,2946.34007259,91.34743180825,0.0691262421,0.011266156525,0,0,334.8096169975,0.007721938725,7.809467411775,0.087300516275,2402.1198301725,0.010077381,71.64132401025,0.086992942275,9.0215457413,0.931285504175,0.9131768684,4.318422314675,0.562368421425,75,1342.28742,0.499721758175,0.03035927675,NA,"20221123","Queenless","20221123 Queenless"
"29","20221123_1543_AmericanoLatte_QL_ArUcoTag#42",0.772,2.651,1,7188.1400056,119.943034801,0.153372185575,0.047362244925,0,0,687.1957688225,0.0233983844,10.260176945575,0.16383759925,4566.93828085,0.03679506805,85.4656932285,0.157364761275,10.040602452925,0.845660540925,0.8091656778,6.953977051825,0.701383858675,40,685.000418,0.50774420245,0.048254046475,0.291210863824972,"20221123","Queenless","20221123 Queenless"
"30","20221123_1543_AmericanoLatte_QL_ArUcoTag#43",NA,NA,0,2945.33225505,89.228481764,0.0728640566,0.009286564675,0,0,368.5101809225,0.006589285825,8.18152841865,0.102402813425,2348.70964525,0.006939625825,68.73675956125,0.0900397154,8.17084857655,0.944188591475,0.926943325125,4.364148272225,0.596483319925,79,1197.197095,0.554873376575,0.032677472475,NA,"20221123","Queenless","20221123 Queenless"
"31","20221123_1543_AmericanoLatte_QL_ArUcoTag#44",NA,NA,0,4454.241450325,107.17241085425,0.107005857125,0.021176870775,0,0,452.6762817225,0.0140412416,9.181182776125,0.12484992955,2885.181942905,0.010520408125,77.26058696325,0.111875291875,9.7596625162,0.952909021025,0.93530575775,4.1979134659,0.607576270275,55,603.1375389,0.4681059797,0.041051117375,NA,"20221123","Queenless","20221123 Queenless"
"32","20221123_1543_AmericanoLatte_QL_ArUcoTag#45",NA,NA,0,3773.165064325,88.48958805375,0.0734376009,0.005941326575,0,0,476.131398725,0.0061343538,8.1827737584,0.1028360716,3129.6622694325,0.01174404765,71.79893976525,0.097478262125,8.272625794775,0.847325508275,0.81861804605,6.086085251375,0.58900533895,69,756.1313864,0.529380795775,0.03298259265,NA,"20221123","Queenless","20221123 Queenless"
"33","20221123_1543_AmericanoLatte_QL_ArUcoTag#46",0.839,2.7385,0,5707.64715825,111.23108497475,0.119334842375,0.016655612275,0,0,637.414231915,0.0193584184,9.763253921425,0.148687345875,4481.447510325,0.0309846939,84.06557893275,0.14615337615,9.010584767775,0.82174688115,0.794862335875,7.14625716015,0.614268744075,54,576.3036757,0.6378685925,0.04408587705,0.306372101515428,"20221123","Queenless","20221123 Queenless"
"34","20221123_1543_AmericanoLatte_QL_ArUcoTag#47",NA,NA,0,4535.2829164,103.57125020525,0.09867402725,0.021644557925,0,0,486.072052605,0.0135085035,8.96236806195,0.117502819925,3072.695415725,0.017682823175,74.77272925075,0.104198746925,9.3552338795,0.8829936958,0.84372595215,6.111702803925,0.64327459455,16,516.9090489,0.50637518675,0.034346299325,NA,"20221123","Queenless","20221123 Queenless"
"35","20221123_1543_AmericanoLatte_QL_ArUcoTag#48",NA,NA,0,3441.895198175,89.65979774975,0.079022890675,0.013798469375,0,0,430.3355899175,0.011909013625,8.35791746985,0.104900035225,3123.411123725,0.01442346945,74.285332625,0.102916229225,8.0551880372,0.8329853165,0.797316504475,5.40084343815,0.5864624623,49,1063.25113,0.60534899575,0.03258923575,NA,"20221123","Queenless","20221123 Queenless"
"36","20221123_1543_AmericanoLatte_QL_ArUcoTag#49",0.8435,2.6015,0,7448.617601825,121.69331676675,0.156193313475,0.036175170075,0,0,759.8288065525,0.0143375851,10.350930829975,0.168092743375,4192.8945219,0.01683928575,79.62295488275,0.13343592955,9.9658232063,0.788759068825,0.7348445669,8.624434933425,0.690570283125,32,473.6932497,0.45540375045,0.046361687475,0.324236017682106,"20221123","Queenless","20221123 Queenless"
"37","20221123_1543_AmericanoLatte_QL_ArUcoTag#5",0.7795,2.826,1,7914.4582699,128.9286161355,0.1829081294,0.0602227891,0,0,717.81416891,0.026181122375,10.54091746375,0.173643585475,4857.654487975,0.046712585075,88.71135540225,0.17913307925,10.968840611,0.84910272115,0.810535608225,7.2278140238,0.6945868558,50,675.5229395,0.5037797323,0.052917512925,0.275831564048125,"20221123","Queenless","20221123 Queenless"
"38","20221123_1543_AmericanoLatte_QL_ArUcoTag#50",NA,NA,0,5338.8727294,104.741378578,0.1197105209,0.0142746599,0,0,586.815722975,0.0100569728,9.232120413375,0.131399823375,4145.644836825,0.0183316327,81.1701921095,0.1299863512,9.5606904669,0.8195591579,0.78959537025,6.873868308275,0.627200023175,62,705.163658,0.597135467175,0.0405961838,NA,"20221123","Queenless","20221123 Queenless"
"39","20221123_1543_AmericanoLatte_QL_ArUcoTag#51",0.39925,2.6115,0,2771.7350449175,83.85604314325,0.07271248575,0.007347789125,0,0,334.6684820875,0.00396258505,7.66295914345,0.0933759122,2070.116864925,0.00762074835,64.08572259925,0.080292622725,8.3501522811,0.949982641625,0.9337815093,4.31522910225,0.585393378475,89,1137.122967,0.476435453975,0.0300468734,0.152881485736167,"20221123","Queenless","20221123 Queenless"
